level_0,index,0,1,2,Client_split
732,15,Me:, I was able to get started a little early. If you look at ,Deadbeats, i was able to get started a little early  if you look at 
733,16,Me:," Ok, I’ll those in for you by the next draft.",Deadbeats, ok  i ll those in for you by the next draft 
734,17,Client: ,I’m going to need all these revisions done by tonight or else I’m finding someone else to do the work. ,Deadbeats,i m going to need all these revisions done by tonight or else i m finding someone else to do the work  
735,18,Me:, Can I ask ,Deadbeats, can i ask 
736,19,Client:," I paid $100 for five last time. Now you’re charging me $200 for ten. If you’re going to charge me more, you should have let me know.",Deadbeats, i paid      for five last time  now you re charging me      for ten  if you re going to charge me more  you should have let me know 
737,20,Client:, How can you ,Deadbeats, how can you 
738,21,Me:," That was the 30% advance payment, as outlined in the contract. The remaining 70% of the payment is now due.",Deadbeats, that was the     advance payment  as outlined in the contract  the remaining     of the payment is now due 
739,22,Client:, You should have told me that the 30% advance was only a partial amount!,Deadbeats, you should have told me that the     advance was only a partial amount 
740,23,Client:, ,Deadbeats, 
741,24,Me:," Ok, I’m looking at my copy. What’s the problem?",Deadbeats, ok  i m looking at my copy  what s the problem 
742,25,Client:, It doesn’t include the payments I’ve made.,Deadbeats, it doesn t include the payments i ve made 
743,26,Me:, I don’t see any record of payment being received here. When did you make the payment and how did you pay?,Deadbeats, i don t see any record of payment being received here  when did you make the payment and how did you pay 
744,27,Client:, I wrote a cheque this morning.,Deadbeats, i wrote a cheque this morning 
745,28,Me:, That you haven’t posted yet?,Deadbeats, that you haven t posted yet 
746,29,Client:," Exactly, so why isn’t it on the invoice?",Deadbeats, exactly  so why isn t it on the invoice 
747,0,Client:, Hmm. Looks alright. But could you try the logo a bit smaller and in the center?,Deadbeats, hmm  looks alright  but could you try the logo a bit smaller and in the center 
748,1,Me:," Sure, like this?",Deadbeats, sure  like this 
749,2,Client:," Yeah no, that didn’t look as good as I thought, change it back. And could you try the sidebar in darker purple?",Deadbeats, yeah no  that didn t look as good as i thought  change it back  and could you try the sidebar in darker purple 
750,3,Me:," Sure, like this?",Deadbeats, sure  like this 
751,4,Client:, Yeah like that! But now the content boxes look a bit bleak. Could you make them stand out more?,Deadbeats, yeah like that  but now the content boxes look a bit bleak  could you make them stand out more 
752,5,Me:," Look, you approved the design. Any changes are heaps easier to do in Photoshop than on the actual site with code. What are we doing here?",Deadbeats, look  you approved the design  any changes are heaps easier to do in photoshop than on the actual site with code  what are we doing here 
753,6,Client:," Oh, sorry. I’m used to working this way. By the way, I talked to our AD and he had some good points. I’ll send them over. ",Deadbeats, oh  sorry  i m used to working this way  by the way  i talked to our ad and he had some good points  i ll send them over  
754,7,Me:, All right. Like that?,Deadbeats, all right  like that 
755,8,Client:," Yeah that’s good enough, I guess. But we decided to postpone the launch until after summer so just save it somewhere and we’ll pick this up in August or something. I trust",Deadbeats, yeah that s good enough  i guess  but we decided to postpone the launch until after summer so just save it somewhere and we ll pick this up in august or something  i trust
756,9,Client:, Where’s the project? We’re running late.,Deadbeats, where s the project  we re running late 
757,10,Me: ,It’s not even Thursday yet.,Deadbeats,it s not even thursday yet 
758,11,Client:,"<em> I just got to China, and it’s already Thursday here. Noon, to be more exact. Which makes you late. </em>",Deadbeats, em  i just got to china  and it s already thursday here  noon  to be more exact  which makes you late    em 
759,12,Me: ,"I’m afraid we’re already well outside what we agreed on as per our contract, and I would have to charge additional time if you want any more changes.",Deadbeats,i m afraid we re already well outside what we agreed on as per our contract  and i would have to charge additional time if you want any more changes 
760,13,Client:, ,Deadbeats, 
761,14,Me: ,"I’m sorry, but you’ve already breached our contract several times and I’ve been polite enough to ignore the penalties that come with doing so.",Deadbeats,i m sorry  but you ve already breached our contract several times and i ve been polite enough to ignore the penalties that come with doing so 
762,15,Client:," I’m in China, there’s nothing you can do. ",Deadbeats, i m in china  there s nothing you can do  
763,16,Me:, I still have not received the deposit for your event tonight.,Deadbeats, i still have not received the deposit for your event tonight 
764,17,Client:," Oh, I’ll get that to you next week.",Deadbeats, oh  i ll get that to you next week 
765,18,Client:, ,Deadbeats, 
766,19,Me:, Do you give away houses?,Deadbeats, do you give away houses 
767,20,Client: ,"But if you want a copy of the booklet for free, ",Deadbeats,but if you want a copy of the booklet for free  
768,21,Me:, Here’s the new website wireframe. We wanted your approval before we transfer all your old content to the new site.,Deadbeats, here s the new website wireframe  we wanted your approval before we transfer all your old content to the new site 
769,22,Client:, I love it! You hit it spot on.,Deadbeats, i love it  you hit it spot on 
770,23,Me:, Great! I’ll go ahead and start moving content.,Deadbeats, great  i ll go ahead and start moving content 
771,24,Me:," Hey, haven’t heard from you in a while. Do you have those log in credentials I asked for? We’re not able to log into your old site anymore and we need access to transfer the content over.",Deadbeats, hey  haven t heard from you in a while  do you have those log in credentials i asked for  we re not able to log into your old site anymore and we need access to transfer the content over 
772,25,Client:, I changed the passwords.,Deadbeats, i changed the passwords 
773,26,Me:, What? Why?,Deadbeats, what  why 
774,27,Client:, I hated the new site you designed and wanted to stay with the one I have now. I’d rather not continue work with you.,Deadbeats, i hated the new site you designed and wanted to stay with the one i have now  i d rather not continue work with you 
