who,category,sentences
Client:,Deadbeats, i don t exactly know yet 
Me:,Deadbeats, what colors do you want me to use 
Client:,Deadbeats, red  blue and yellow 
Me:,Deadbeats, is there anything else you could tell me  anything to help me make you a that you will like 
Client:,Deadbeats, just make the whole site  and i ll say if i like it or not 
Me:,Deadbeats, i can t make a whole site based off of three colours on the off chance you ll like it 
Client:,Deadbeats, just do what i ve told you  then we can discuss how much your payment should be  
Client:,Deadbeats, why is my site still down 
Me:,Deadbeats, you still haven t paid  nor have you filled out the contract 
Client:,Deadbeats, what does this have to do with me  you are causing harm to my site 
Me:,Deadbeats, if you sign the paperwork and pay to renew your hosting  the site will be back up in a matter of minutes 
Client:,Deadbeats, i can t have a business relationship with someone that s causing harm to my business 
Me:,Deadbeats, i have 
Client:,Deadbeats, but how am i going to get my site back up 
Me:,Deadbeats, refer to the previous email re  payment and contract  see attached 
Client:,Deadbeats, hello there  we were referred to you and we would like you to rebrand this product for us  can you give us an estimate of how much that would cost 
Me:,Deadbeats, of course  if you just want me to redesign your logo  that would cost about       but if you want me to rebrand your entire product line  that would be in the range of            depending on how much work is required 
Client:,Deadbeats, okay  we have a deal  
Client:,Deadbeats, hello  can you do something like this with the logo  at the already agreed upon price  of course 
Client:,Deadbeats, we want custom designs for all of the signage of our campus buildings  both exterior and interior 
Me:,Deadbeats,  okay  that s a couple hundred designs  but we can definitely take care of that  right now  i can tell you we re looking at a few weeks to complete  i ll need a few days to figure out the details  work out a schedule  and then i ll send you over an estimate and a quote for the down payment 
Client:,Deadbeats, ah  yeah  we re not really  down payment  people 
Me:,Deadbeats, ah  i see  we re 
Client: ,Deadbeats,go on mom  ask her 
Client:,Deadbeats, that idiot is chasing us again  see below 
Me:,Deadbeats, it seems you replied to my last email rather than forwarding it on  just a heads up 
Client:,Deadbeats, now he s somehow reading our emails 
Me:,Deadbeats, why didn t you pay my invoice 
Client:,Deadbeats, it didn t feel right 
Client:,Deadbeats, i gave you direction  on the very first email  i said i wanted you to talk about certain issues 
Me:,Deadbeats, yes  but even after we asked for clarification about those issues  you never responded  we sent numerous emails and made numerous calls 
Client:,Deadbeats, you should have been able to figure it out 
Me:,Deadbeats, without the 
Client:,Deadbeats, i thought i would just pay you for the finished product 
Me:,Deadbeats, at this rate  there never will be a finished product  as per our original conversation  you must pay us at specific milestones  two of which have already passed 
Client:,Deadbeats, i need this asap  i know you said you don t work on the weekends but this is really urgent 
Me:,Deadbeats, alright then  i am going to send you 
Client:,Deadbeats, what  you said you didn t work at the weekend  i don t want to pay for stuff you do in your free time 
Client:,Deadbeats, why would i hire another designer when i could just get you to do it 
Me: ,Deadbeats,  i wasn t planning to work for free 
Client:,Deadbeats, i meant that i d get you to do this work in addition to the work i m already paying you for 
Me: ,Deadbeats,i d have to charge if the scope of the project gets bigger 
Client:,Deadbeats, you can t just spring something like that on me  
Client:,Deadbeats, why haven t you started on the project  we discussed this over month ago 
Me:,Deadbeats, i issued 
Client:,Deadbeats,  well  this is critical now  we need it for tomorrow morning 
Me:,Deadbeats, but as i outlined in my fee proposal  that s four days worth of work   i can t do that in a day 
Client:,Deadbeats, you will if you want to be paid   
Me:,Deadbeats, i d have to charge rush  
Client:,Deadbeats, you can t be serious  if it s only takes a day to do it  you won t charge for more than a day 
Me:,Deadbeats, so  because you ve left it late  you d like me to work through the night so i can do four days work in eighteen hours  and you d only like to pay me for eight of those hours 
Client:,Deadbeats, yes  if you want to keep working with us  i expect you to work to our deadlines and accept our payment terms 
Client:,Deadbeats, my previous flash developer  who lives in the states  can t be contacted  we got an email saying he was admitted to hospital  i ve got a  swf of what he d done for us 
Me:,Deadbeats, but you don t have the source files 
Me:,Deadbeats, well  you can recreate the source  fla from a  swf  but it s hard work  a lot of hard work  do you have a budget and a deadline 
Client:,Deadbeats, he got all the money  there s nothing left  the deadline s a week away  oh  and this is part one of eight similar modules  he might be dead  so you ll fix it for me  right 
Me:,Deadbeats, alright  the translation will be     euro 
Client:,Deadbeats, ok      euro 
Me:,Deadbeats, no      euro 
Client:,Deadbeats, oh i know  i m not trying to 
Client:,Deadbeats, i ll fax you a copy of the cheque 
Me:,Deadbeats, great  i ll fax you a copy of the goods 
Client:,Deadbeats, can you do this task for me 
Me:,Deadbeats, sure  that ll take about five hours 
Client:,Deadbeats, great  go at it then 
Me:,Deadbeats, here you are  it only took me three hours 
Client:,Deadbeats, that s great  i have this other requirement  can you change that 
Me:,Deadbeats, sure  that ll take about two hours 
Client:,Deadbeats, great  that works 
Me:,Deadbeats, here you are  it only took me an hour and a half 
Client:,Deadbeats, ah  we also need this other change 
Me:,Deadbeats, no problem  that should take another two hours 
Client:,Deadbeats, awesome 
Me:,Deadbeats, here you are  took me two hours and thirty minutes 
Client:,Deadbeats, great  that s exactly what i need 
Client:,Deadbeats, uh  i m surprised by this invoice  it s for seven hours  this is not what we agreed upon in the initial estimate 
Me:,Deadbeats, you asked for those additional changes 
Client:,Deadbeats, yeah  but i can t pay you that much  can we maybe talk about your rates 
